Artist,Track,Lyrics,Genre
Heart Of A Coward,Passenger,"Youve got to swallow the lie if you want to believe
Darkness hides in all that you see
Burrowed inside your mind
You know youll never be free
And in time this will tear you apart
The darkness devours your heart
Lost in this vacant state
Emotionless you circle the drain

Just a mindless passenger
Sleepwalking through existence This is the end

Your eyes are open you cant see
You blindly follow off the edge
Your eyes are open you cant see
Just a mindlss passenger

Youre trappd inside the perpetual lie
Never be able to see with your eyes
Just another mindless drone walking the path of least resistance
Hollow existence I see right through
You never escape from the grip around your throat

Sleepwalking through existence This is the end

Your eyes are open you cant see
You blindly follow off the edge
Your eyes are open you cant see
Just a mindless passenger
Your eyes are open you cant see
You blindly follow off the edge
Lost in a vacant state
Blindly following off the edge
Ever facing downwards
No respite for the meek

The path of least resistance",metal
The Doors,People Are Strange,"People are strange when youre a stranger
Faces look ugly when youre alone
Women seem wicked when youre unwanted
Streets are uneven when youre down


When youre strange faces come out of the rain
When youre strange no one remembers your name
When youre strange when youre strange
When youre strange


People are strange when youre a stranger
Faces look ugly when youre alone
Women seem wicked when youre unwanted
Streets are uneven when youre down




When youre strange faces come out of the rain
When youre strange no one remembers your name
When youre strange when youre strange
When youre strange
Alright yeah



When youre strange faces come out of the rain
When youre strange no one remembers your name
When youre strange when youre strange
When youre strange20",rock
Ed Sheeran,Perfect,"I found a love for me
Oh darlin just dive right in and follow my lead
Well I found a girl beautiful and sweet
Oh I never knew you were the someone waitin for me


Cause we were just kids when we fell in love
Not knowin what it was
I will not give you up this time
But darlin just kiss me slow
Your heart is all I own
And in your eyes youre holdin mine


Baby Im dancin in the dark with you between my arms
Barefoot on the grass while listenin to our favourite song
When you said you looked a mess I whispered underneath my breath
But you heard it Darlin you look perfect tonight


Well I found a woman stronger than anyone I know
She shares my dreams I hope that someday Ill share her home
I found a love to carry more than just my secrets
To carry love to carry children of our own
See Ed Sheeran LiveGet tickets as low as 95
We are still kids but were so in love
Fightin against all odds
I know well be alright this time
Darlin just hold my hand
Be my girl Ill be your man
I see my future in your eyes


Baby Im dancin in the dark with you between my arms
Barefoot on the grass while listenin to our favourite song
When I saw you in that dress lookin so beautiful
I dont deserve this darlin you look perfect tonight


No no no
Mm no no


Baby Im dancin in the dark with you between my arms
Were barefoot on the grass oh listenin to our favourite song
I have faith in what I see now I know I have met
An angel in person and she looks perfect
I dont deserve this you look perfect tonight265",pop
Stacy Lattisaw,Perfect Combination,"Two hearts together
Were a harmony so right
Two sparks united
Were a fire burning bright

For that youre always brand new
Right from the jump we had a hunch
That we had everything

Perfect combination
Lovers you and me
A perfect combination
We couldnt ask for any better

Perfect combination
We fit to a tee
A perfect combination
We know what takes to last forever
Together

So deep
Inside we share a feeling thats so rare
So sweet
Just knowing that we are a special pair

Were right on time
Were two of a kind
And heaven knows this love will grow
Stronger every day
Perfect combination
Lovers you and me
Perfect combination
We couldnt ask for any better

Perfect combination
We fit to a tee
A perfect combination
We know what takes to last forever
Together

We can conquer any mountain
Oh baby
Just as long as were together
Oh oh
Cause as one we are an endless fountain
Overflowing with love
Hey hey
Perfect love
Hey hey hey hey hey

Perfect combination
Ooh baby hey
Lovers you and me
Oh oh oh
A perfect combination
Hey
We couldnt ask for any better
Oh oh oh
Oh no
Perfect combination
We fit to a tee
A perfect combination
We know what takes to last forever
Oh oh

Perfect combination
Perfect perfect yeah combination
Lovers you and me

Lovers you and me yeah
A perfect combination
We couldnt ask for any better
Hey hey hey
No no

Baby yeah
Yeah
Ooh
You and me yes just you and me yeah 
Baby

Perfect combination
Lovers you and me
A perfect combination
We couldnt ask for any better",disco
Robert Schumann,"Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso",-1,classical
Carl Maria von Weber,"Piano Concerto No. 1 in C Major, Op. 11, J. 98: II. Adagio",-1,classical
Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",-1,classical
Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",-1,classical
Wolfgang Amadeus Mozart,"Piano Concerto No. 23 in A Major, K. 488: II. Adagio",-1,classical
Astor Piazzolla,"Piazzolla: Estaciónes porteñas: No. 1, Verano porteño",-1,classical
Average White Band,Pick Up the Pieces,"Pick up the pieces uhhuh
Pick up the pieces alright
Pick up the pieces uhhuh
Pick up the pieces woo

Woo

Ahhh
Pick up the pieces
Pick up the pieces
Pick up the pieces
Woo
Pick up the pieces
Wow",disco
Keith Anderson,Pickin' Wildflowers,"Hey baby whatcha doin this evening
Can you meet me down at the railroad tracks
I got Tom Petty playin in my Silverado
And I iced down a sixpack uhoh

Hey Daisy dont you worry bout your mama
Like 007 we can keep it covert
Undercover on the ground by the water
Gonna get a little peace on earth


Baby whatcha say we go pickin wildflowers
Got a spot way back in the woods
Sneak away for a couple of hours
You and me baby pickin wildflowers

Hey baby Mother Nature is waitin
And loves bloomin like a cherry tree
Lets buzz around maybe do some pollinating
Dive on in like honey bees


Baby whatcha say we go pickin wildflowers
Got a spot way back in the woods
Sneak away for a couple of hours
You and me baby
Pickin wildflowers
Take a trail ride if you know what I mean
Hey baby wont you come with me


Baby whatcha say we go pickin wildflowers
Got a spot way back in the woods
Sneak away for a couple of hours
Spend a little time pickin wildflowers

Baby whatcha say we go pickin wildflowers
Got a spot way back in the woods
Sneak away for a couple of hours
You and me baby You and me baby
Pickin wildflowers

Whatcha say we go
Whatcha say we go
Whatcha say we go
Whatcha say we go pickin wildflowers
Pickin wildflowers",Country
Joe Diffie,Pickup Man,"Well I got my first truck when I was three
Drove a hundred thousand miles on my knees
Hauled marbles and rocks and thought twice before
I hauled a Barbie Doll bed for the girl next door
She tried to pay me with a kiss and I began to understand
Theres something women like about a pickup man


When I turned sixteen I saved a few hundred bucks
My first car was a pickup truck
I was cruisin the town and the first girl I see
Was Bobbie Jo Gentry the homecomin queen
She flagged me down and climbed up in the cab
And said I never knew you were a pickup man


You can set my truck on fire and roll it down a hill
And I still wouldnt trade it for a Coupe DeVille
I got an eightfoot bed that never has to be made
You know if it werent for trucks we wouldnt have tailgates
I met all my wives in traffic jams
Theres just something women like about a pickup man


Most Friday nights I can be found
In the bed of my truck on an old chaise lounge
Backed into my spot at the drivein show
You know a cargo light gives off a romantic glow
I never have to wait in line at the popcorn stand
Cause theres something women like about a pickup man

You can set my truck on fire and roll it down a hill
And I still wouldnt trade it for a Coupe DeVille
I got an eightfoot bed that never has to be made
You know if it werent for trucks we wouldnt have tailgates
I met all my wives in traffic jams
Theres just something women like about a pickup man


A bucket of rust or a brandnew machine
Once around the block and youll know what I mean


You can set my truck on fire and roll it down a hill
And I still wouldnt trade it for a Coupe DeVille
I got an eightfoot bed that never has to be made
You know if it werent for trucks we wouldnt have tailgates
I met all my wives in traffic jams
Theres just something women like about a pickup man
Yeah theres something women like about a pickup man


Aw drive that pickup truck",Country
Pinetop Perkins,Pinetop Boogie woogie,-1,blues
The Amity Affliction,Pittsburgh (No Intro),"Hi Geniuses
This one is my shortest playlist on Spotify so It will be the only playlist that Im going to share probably
Hope you like it this one is metalbasedIssues  Her Monologue  Lyrics
Issues  Love Sex Riot feat Fronz  Lyrics
Issues  Sad Ghost  Lyrics
Issues  Life Of Nine  Lyrics
Touch Amor  Softer Spoken  Lyrics
Dependence  She Leaves  Lyrics
Dependence  Half Awake Half in a Dream  Lyrics
Dependence  So Small Do Our Words Fall  Lyrics
Dependence  Twin Sized Sheets  Lyrics
Dependence  1207 to 1223  Lyrics
Touch Amor  Is Survived By  Lyrics
The Amitty Affliction  Life Underground  Lyrics
Dayseeker  Carved From Stone  Reimagined  Lyrics
Dayseeker  Never See the Sun Rise  Lyrics
Dayseeker  A God Without a Face  Lyrics
Dayseeker  The World Was Quiet  Lyrics
Dayseeker  Spotless Mind  Lyrics
Dayseeker  The Burning of Bridges  Lyrics
Dayseeker  Origin  Lyrics
Dayseeker The Darkness Wont Divide  Lyrics
Dayseeker  The Earth Will Turn  Lyrics
Dayseeker  Dead to the World Alive in My Eyes  Lyrics
Dayseeker  A Cancer Uncontained  Lyrics
Dayseeker  The Nail in Our Coffin  Lyrics
Touch Amor  Palm Dreams  Lyrics
Touch Amor  Just Exist  Lyrics
Touch Amor  Flowers and You  Lyrics
La Dispute  Objects in Space  Lyrics
La Dispute  Nobody Not Even the Rain  Lyrics
La Dispute  Such Small Hands  Lyrics
Being As An Ocean  The Hardest Part Is Forgetting Those You Swore You Would Never Forget  Lyrics
The Amitty Affliction  Chasing Ghosts  Lyrics
The Amitty Affliction  Shine On  Lyrics
The Amitty Affliction  Open Letter  Lyrics
The Amitty Affliction  All Fucked Up  Lyrics
The Amitty Affliction  This Could Be Heartbreak  Lyrics
The Amitty Affliction  I Bring The Weather With Me  Lyrics
The Amitty Affliction  OMGIMY  Lyrics
The Amitty Affliction  Give It All  Lyrics
The Amitty Affliction  Forest Fire  Lyrics
The Amitty Affliction  My Fathers Son  Lyrics
The Amitty Affliction  FML  Lyrics
The Amitty Affliction  Deaths Hand  Lyrics
The Amitty Affliction  Never Alone  Lyrics
The Amitty Affliction  The Weight Down  Lyrics
The Amitty Affliction  Dont Lean On Me  Lyrics
The Amitty Affliction  Lost  Fading  Lyrics
The Amitty Affliction  Pittsburgh  No Intro  Lyrics
Movements  Nineteen  Lyrics
Movements  The Grey  Lyrics
Movements  Submerge  Lyrics
Movements  Under The Gun  Lyrics
Movements  Deep Red  Lyrics
Movements  Suffer Through  Lyrics
Movements  Fever Dream  Lyrics
Movements  Deadly Dull  Lyrics
Movements  Colorblind  Lyrics
Movements  Third Degree  Lyrics
Movements  Daylily  Lyrics
Movements  Full Circle  Lyrics
The Amitty Affliction  Drag The Lake  Lyrics
The Amitty Affliction  Set Me Free  Lyrics",metal
Roosevelt Sykes,Pocketful Of Money,-1,blues
Alice Cooper,Poison,"Your cruel device
Your blood like ice
One look could kill
My pain your thrill


I wanna love you but I better not touch dont touch
I wanna hold you but my senses tell me to stop
I wanna kiss you but I want it too much too much
I wanna taste you but your lips are venomous poison
Youre poison running through my veins
Youre poison
I dont wanna break these chains


Your mouth so hot
Your web Im caught
Your skin so wet
Black lace on sweat


I hear you calling and its needles and pins and pins
I wanna hurt you just to hear you screaming my name
Dont wanna touch you but youre under my skin deep in
I wanna kiss you but your lips are venomous poison
Youre poison running through my veins
Youre poison
I dont wanna break these chains
Poison
See Alice Cooper LiveGet tickets as low as 76


One look one look could kill could kill
My pain your thrill


I want to love you but I better not touch dont touch
I wanna hold you but my senses tell me to stop
I wanna kiss you but I want it too much too much
I wanna taste you but your lips are venomous poison
Youre poison running through my veins
Youre poison
I dont wanna break these chains
Poison poison

I want to love you but I better not touch dont touch
I wanna hold you but my senses tell me to stop
I wanna kiss you but I want it too much too much
I wanna taste you but your lips are venomous poison


Yeah
Well I dont want to break these chains
Poison poison no
Running deep inside my veins
Burning deep poison inside my brain
Poison poison
I dont want poison to break these chains
Poison poison16",rock
Lady Gaga,Poker Face,"Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah


I wanna hold em like they do in Texas please Woo
Fold em let em hit me raise it baby stay with me I love it
LoveGame intuition play the cards with spades to start
And after hes been hooked Ill play the one thats on his heart


Oh woahoh oh oh
Ohohohohohoh
Ill get him hot show him what Ive got
Oh woahoh oh oh
Ohohohohohoh
Ill get him hot show him what Ive got


Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
See Lady Gaga LiveGet tickets as low as 155
Ppppoker face fffuck her face
Mum mum mum mah
Ppppoker face fffuck her face
Mum mum mum mah


I wanna roll with him a hard pair we will be Woo
A little gamblin is fun when youre with me I love it woo
Russian roulette is not the same without a gun
And baby when its love if its not rough it isnt fun fun


Oh woahoh oh oh
Ohohohohohoh
Ill get him hot show him what Ive got
Oh woahoh oh oh
Ohohohohohoh
Ill get him hot show him what Ive got


Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody

Ppppoker face fffuck her face
Mum mum mum mah
Ppppoker face fffuck her face
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah


I wont tell you that I love you
Kiss or hug you
Cause Im bluffin with my muffin
Im not lyin Im just stunnin with my lovegluegunnin
Just like a chick in the casino
Take your bank before I pay you out
I promise this promise this
Check this hand cause Im marvelous


Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody
Cant read my cant read my
No he cant read my poker face
Shes got me like nobody

Ppppoker face fffuck her face
Ppppoker face fffuck her face
Shes got me like nobody
Ppppoker face fffuck her face
Mum mum mum mah
Ppppoker face fffuck her face
Mum mum mum mah
Ppppoker face fffuck her face
Mum mum mum mah
Ppppoker face fffuck her face
Mum mum mum mah93",pop
Junior Murvin,Police & Thieves,"Police and thieves in the streets
Fighting the nation with their guns and ammunition
Police and thieves in the streets
Scaring the nation with their guns and ammunition


From Genesis to Revelations
What the next generation will be hear me


All the crimes committed day by day
Noone tries to stop it in any way
All the peace makers turned war officers
Hear what I say


Police and thieves in the streets
Fighting the nation with their guns and ammunition
Police and thieves in the streets
Scaring the nation with their guns and ammunition


All the crimes committed day by day
Noone tries to stop it in any way
All the peace makers turned war officers
Hear when I say

Police and thieves police police and thieves
Police and thieves police police and thieves3",reggae
John Holt,Police In Helicopter,"Yes boss
Yes boss yes boss yes boss


Police in helicopter a search fi marijuana
Policemen in the streets searching fi collie weed
Soldiers in the field burnin the collie weed


But if you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields


Soldier in the herb field burnin the collie weed
Police in helicopter a search fi marijuana
Policemen in the streets searching fi collie weed


But if you continue to burn up the herbs
We gonna burn down the cane field
If you continue to burn up the herbs
We gonna burn down the cane fields Woahoy



Police in helicopter a search fi marijuana
Policemen in the streets searching fi collie weed
Policemen in the fields burnin the collie weed


But if you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields


We dont trouble your banana we dont trouble your corn
We dont trouble your pimento we dont trouble you at all


So if you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields Woahoy

Police in helicopter a search fi marijuana
Policemen in the streets searching fi collie weed
Police man in the fields woahoy burnin the collie weed


But if you continue to burn up the herbs
We gonna burn down the cane fields
If you continue to burn up the herbs
We gonna burn down the cane fields Woahoy2",reggae
Bud Powell,Polka Dots And Moonbeams - 1994 Remaster,-1,jazz
Jaco Pastorius,Portrait of Tracy,-1,jazz
Francis Poulenc,"Poulenc: Cello Sonata, FP 143: II. Cavatine",-1,classical
Trick Pony,Pour Me,"Pour me pour me
Pour me pour me another shot of whiskey
Bartender hit me one more time
He left I cried
Im lost inside wont ya help me
Fill it to the top cause I hit rock bottom this time


Well I dont want to listen to the old jukebox
So dontcha put no quarters in the slot
I dont wanna talk and I dont wanna dance
I dang sure aint lookin for romance


I dont wanna hang out with the crowd
I dont wanna party and get real loud
Believe me when I tell ya that Ive thought this through
Theres only one thing that I want you to do


Pour me pour me
Pour me pour me another shot of whiskey
Bartender hit me one more time
He left I cried
Im lost inside wont ya help me
Fill it to the top cause I hit rock bottom this time

Heres my story its sad but its true
Theres so many things that I never knew
He loved to party and he loved to dance
He loved to get loud every time he had the chance


I always thought he was a simpleminded Okie
Little did I know he was the king of karaoke
He was everything that a man should be
Problem was that it wasnt with me


Pour me pour me
Pour me pour me another shot of whiskey
Bartender hit me one more time
He left I cried
Im lost inside wont ya help me
Fill it to the top cause I hit rock bottom this time


Fill it to the top cause I hit rock bottom this time
Fill it to the top cause I hit rock bottom this time
Pour Me
Pour Me
Pour Me
Pour Me",Country
Toots & The Maytals,Pressure Drop - Single Version,"Hmm hmm hmm yeah
Hmm hmm hmm yeah
Hmm hmm hmm yeah
It is you
Oh yeah
It is you you
Oh yeah
It is you
Oh yeah
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say when it drops oh you gonna feel it
Know that you were doing wrong
I say when it drops oh you gonna feel it
Know that you were doing wrong
Hmm hmm hmm yeah
Hmm hmm hmm yeah
Hmm hmm hmm yeah
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
It is you
Oh yeah
It is you you
Oh yeah
It is you you
Oh yeah
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say when it drops oh you gonna feel it
Pressure pressure pressure pressure
Know that you were doing wrong
Pressure drops oh pressure pressure pressure pressure
Know that you were doing wrong
I say a pressure drop oh pressure
Pressure pressure pressure pressure gonna drop on you
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
I say a pressure drop oh pressure
Oh yeah pressure drop a drop on you
You you you yeah
Pressure pressure pressure
Drop a drop on you
Pressure pressure pressure
Drop a drop on you",reggae
Elvin Jones,Pretty Brown,-1,jazz
Parkway Drive,Prey,"I got an axe to grind a crooked mind
You better watch your back
I got an axe to grind a crooked mind
You better watch your back
Starved like a vampire chasing a vein
Cruel disposition sickness I crave
Attention attention welcome to the stage
Your new sacrifice come sharpen your teeth


Prey we are all prey for the sorrow
Prey we are all prey for the sorrow our sorrow
Prey prey were prey for the sorrow
Prey prey prey for the sorrow


I got an axe to grind a crooked mind
You better watch your back
I got an axe to grind a crooked mind
You better watch your back
Sick validation gut full of pills
Selfmedication its making me ill
Attention attention its all eyes on me
Ill burn at the stake while you ache for the kill
See Parkway Drive LiveGet tickets as low as 107
Prey we are all prey for the sorrow
Prey we are all prey for the sorrow our sorrow
Prey for the sorrow our sorrow
Prey prey were prey for the sorrow
Prey prey prey for the sorrow


Our new gods are empty like the holes in our heads
We dance upon the altar of envy and hubris
A scourge of narcissism reaps depression in black waves
If this is your salvation you better pray
You better pray
You better pray
One two three go


Prey we are all prey for the sorrow
Prey we are all prey for the sorrow our sorrow
Prey prey prey for the sorrow
Prey prey prey for the sorrow1",metal
Stevie Ray Vaughan,Pride and Joy,"Well youve heard about lovin givin sight to the blind
My babys lovin cause the sun to shine


She my sweet little thing
She my pride and joy
She my sweet little baby
Im her little lover boy


Yeah I love my baby
My heart and soul
Love like ours wont never grow old


She my sweet little thing
She my pride and joy
She my sweet little baby
Im her little lover boy


Yeah I love my lady
Shes long and lean
You mess with her
Youll see a man get mean

She my sweet little thing
She my pride and joy
She my sweet little baby
Im her little lover boy




Well I love my baby
Like the finest wine
Stick with her until the end of time


She my sweet little thing
She my pride and joy
She my sweet little baby
Im her little lover boy


Yeah I love my baby
My heart and soul
Love like ours wont never grow old


She my sweet little thing
She my pride and joy
She my sweet little baby
Im her little lover boy5",blues
Alexander Borodin,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),-1,classical
Sergei Prokofiev,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",-1,classical
Giacomo Puccini,"Puccini: Madama Butterfly, Act 2: ""Un bel dì vedremo"" (Butterfly)",-1,classical
Yancey Boys,Quicksand,"I always knew Id touch the sky
With heart full of fire and third eye
Steady my vision my climb
I I knew with all my mind

The dream manifesto to get it and dont let go
Praises to the most high eyes are kinda set low
A man of many faces
I rock the crooked smile since they took off my braces
Back on Stony Isle we was on our own oasis
Mild sauce hot tempers cold cases huh
I ran the town not knowing it was races
Standing on the deck smokin aces
Grace is the wonderland
I see the face of the Son of Man
A fatherless child that made it to the motherland
I think how far these raps really took me
A veteran in the game I stay fresh like a rookie
When I was underground they used to overlook me
Now flicks and book tours make it hard for them to book me
The presence of Ra the essence of a star
Jewelry and a car suggesting who we are
The blessings of Jah that come through us all
Im seasoned yall I never knew when to fall
In the quicksand



The pictures been clear since this mans been a shorty
Consolidate the dollars go dumb E40
No pimping in your poetry
No sleeping with your jewelry off
And when you get your chance slam dunk it Ronny Turiaf
And I did that me and my guys repping the city
And I hustle with no pity they christen me Frank Nitty
And I took that and I ran with it made a few stacks and some bands with it
But then I brought it home a student must then teach his own
And I could never dream it could go from the Yanceys basement
To be standing up on stages in front of some foreign faces
Get love in those foreign places like we from there and oh yea
They like Where the dollars at
Im like Imma call you back
And please let me clarify
Playa Ill be damned if I
Ever let the picture fade to black before I say goodbye
Spot you like you Spotify
Nitty make the song cry
Imma let Illa sing his lullaby
Quicksand



I heard a hater say I never be more than J Dillas little brother
I never be more than an insignificant other
I never be more than a video standin
But here I am still standing
When you haters try to leave me in the quicksand
Left me outside the club with no wristband
Now Im pissed off like Im repping the Pistons
And I came all the way from fuckin Michigan
Thats when the shit hit the fan then I moved back
Had to do my Stella still I had to get my groove back
Then I came up with a plan to put my shoes back on
I ran hella hella fast until I proved that
I could do it while Im swimming in the pool of sweat blood and tears
My career I had to keep pursuing that
And I could do that with my eyes closed
Cause I know Im fly always knew I

3",hiphop
Johann Strauss I,"Radetzky-March, Op. 228",-1,classical
Skyy,Real Love,"Dont be afraid of the way you feel
Its real love boy
Dont be afraid of the way you feel
Its real love

I know its not the first time
That you ever felt this way before
Ooh but those memories are still lasting
Of the pain you got for your trusting
So when love calls you walk out the door oh
But this time boy

Dont be afraid of the way you feel dont be afraid
Open your heart and youll see its real oh its real love
Dont be afraid of the way you feel
Oh dont be afraid now baby
Its real love

Im not the one who hurt you boy
And with love theres no real guarantee
If you believe in what youre feelin
And you wanna make love to me oh baby

Dont be afraid of the way you feel yeah baby
Open your heart and youll see its real
Its real love its time to do it right
Dont be afraid of the way you feel
Oh I need you tonight I need you right now
Its real love oh now what you got to say baby
Darlin you know its hard for me sometimes to put
My feelings into words why
And I know because of all the hurt in my past
I tend to shy away from emotional commitments
But what I feel for you is so real and so strong
I couldnt walk away even if I wanted to
So baby Im yours

Dont be afraid of the way you feel oh yeah yeah baby
Open your heart and youll see its real oh its real love
Dont be afraid of the way you feel Im not the one who hurt you
So open open open open give your love to me baby
Its real love
Dont be afraid of the way you feel
Open your heart and youll see its real yeah baby
Its real love real real love
Dont be afraid of the way you feel oh I need you tonight I need you right now
Its real love

Come on baby come on baby give your love you me baby
I need you by my side boy
Uhh lets make it last forever
Its real love dont be afraid
Dont be afraid dont be afraid no baby
Dont be afraid of the way you feel
Open your heart and youll see its real
Im not the one who hurt you boy its real love oh oh yeah
Dont be afraid of the way you feel
Dont baby open your heart
Its real love Come on baby come on baby
Lets make it last forever
Dont be afraid of the way you feel
Time is right tonight
Open your heart and your heart and youll see its real
I need to I need to I need to hold you tight
Its real love dont be afraid of the way you feel
Its real love",disco
Lowell Fulson,Reconsider Baby,"So long
Oh I hate to see you go
So long
Oh I hate to see you go
And the way that I will miss you
I guess you will never know

Weve been together so long
To have to separate this way
Weve been together so long
To have to separate this way
Im gonna let you go ahead on now baby
Pray that youll come back home someday

You said you once had loved me
But now I guess youve changed your mind
You said you once had loved me
But now I guess youve changed your mind
Why dont you reconsider baby
Give yourself just a little more time",blues
"Woe, Is Me",Red,"Now Im free you goddamned leech
Fuck your pulpit and fuck what you preach
You may have the world at your feet
But nothing in this life is concrete
Youre selfindulgent at my expense
So let me give you my two cents


It must be nice isnt it
Sitting in your castles dressed like kings
It must be nice in the end
To feel like the worlds beneath your feet


So why dont you say it Say it
Your lies made us believers
Say it say it
You looked away when we were
Living in the rd hanging by a thread
Say it say it
Your lies made us blievers


Im losing my patience
Some people never learn
Im losing my patience
So take your offers and let them fucking burn
Once respected now just hated ooh
This is the hell you created

So why dont you say it Say it
Your lies made us believers
Say it say it
You looked away when we were
Living in the red hanging by a thread
Say it say it
Your lies made us believers


It must be nice isnt it
Sitting in your castles dressed like kings
It must be nice in the end
To feel like the worlds beneath your feet


The moss will grow on your goddamned gravestone
Because youll spend your last years alone
Its not a burnt bridge because youre fucking broke
You offered the promised land
But youre a fucking joke


Say it say it
Your lies made us believers
Say it say it
You looked away
So why dont you say it Say it
Your lies made us believers
Say it say it
You looked away when we were
Living in the red hanging by a thread
Say it say it
Your lies made us believers

Fuck your pulpit and fuck what you preach",metal
Kellie Pickler,Red High Heels,"Baby I got plans tonight you dont know nothin about
Ive been sittin round way too long tryin to figure you out
But you say that youll call and you dont
And Im spinnin my wheels
So Im goin out tonight in my red high heels


Im gonna call up that old boyfriend
Who says still has it bad for me
Im gonna take him into town
Flaunt him around for everyone to see
Well you said once yourself baby
Yeah you know the deal
Nobody holds a candle to me
In my red high heels


Oh you can watch me walk if you want to want to
I bet you want me back now dont you dont you
Im about to show you just how missin me feels
In my red high heels


All those games you tried to play
Well they aint gonna work on me now
I put a barbed wire fence around my heart baby
Just to keep you out
Well you thought Id wait around forever
But baby get real
I just kicked you to the curb in my red high heels

Oh you can watch me walk if you want to want to
I bet you want me back now dont you dont you
Im about to show you just how missin me feels
In my red high heels
Oh you can watch me walk if you want to want to
I bet you want me back now dont you dont you
Im about to show you just how missin me feels
Oh you can watch me walk if you want to want to
I bet you want me back now dont you dont you
Im about to show you just how missin me feels
In my red high heels


In my red high heels
In my red high heels",Country
Gretchen Wilson,Redneck Woman,"Well I aint never been the Barbie Doll type
No I cant swig that sweet Champagne
Id rather drink beer all night
In a tavern
Or in a honkytonk
Or on a fourwheeldrive tailgate
Oh Ive got posters on my wall
Of Skynyrd Kid and Strait


Some people look down on me
But I dont give a rip
Ill stand barefooted in my own front yard
With a baby on my hip


Cause Im a redneck woman
I aint no high class broad
Im just a product of my raisin
I say hey yall and yeehaw
And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Charlie Daniels song
So heres to all my sisters
Out there keeping it country
Let me get a big hell yeah from the redneck girls like me
Hell yeah Hell yeah

Victoria Secret
Well their stuffs real nice
Oh but I can buy the same damn thing
On a WalMart shelf halfprice
And still look sexy Sexy
Just as sexy as those models on TV
No I dont need no designer tag
To make my man want me


You may think Im trashy
A little too hard core
But in my neck of the woods
Im just the girl next door


Hey Im a redneck woman
I aint no high class broad
Im just a product of my raising
I say hey yall and yeehaw
And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Tanya Tucker song
So heres to all my sisters
Out there keeping it country
Let me get a big hell yeah from the redneck girls like me
Hell yeah Hell yeah

Im a redneck woman
I aint no high class broad
Im just a product of my raising
I say hey yall and yeehaw
And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Ol Bocephus song
So heres to all my sisters
Out there keeping it country
Let me get a big hell yeah from the redneck girls
Like me


Hell yeah
Hell yeah
Hell yeah
Hell yeah
Hell yeah
I said hell yeah7",Country
